StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range,PCT_POR_Good,Num_Year_Overlap,Num_Valid_Years
USC00131257,725470-94908,27.58085651198608,67.9,42.2979,-91.0116,248.1,IA,CASCADE,-6,19480801-20240404, 95.1%,74.0,74.0
USC00131354,722274-54939,0.36694325792721905,0.10000000000002274,40.6833,-92.9,310.9,IA,CENTERVILLE 4 SSW,-6,19480801-20240403, 90.4%,0.0,0.0
USC00131363,725450-14990,39.12489612067733,3.5999999999999943,42.2001,-91.5233,252.4,IA,CENTRAL CITY,-6,19551217-20240401, 87.4%,51.0,51.0
USC00131442,720344-54920,5.926689590155517,8.0,42.7833,-95.55,381.0,IA,CHEROKEE 3 N,-6,19480801-20240403, 37.9%,20.0,20.0
USC00132041,725490-99999,19.554279744675725,16.69999999999999,42.7255,-94.1952,338.3,IA,DAKOTA CITY,-6,20091102-20230105, 90.3%,15.0,14.0
USC00132240,725460-14933,48.094164650072656,53.89999999999998,41.5077,-94.2269,339.9,IA,DEXTER,-6,19480801-20230801, 82.9%,74.0,74.0
USC00132977,725485-14940,29.264823191399334,28.100000000000023,43.2844,-93.6305,390.1,IA,FOREST CITY 2 NNE,-6,19480801-20240402, 78.1%,77.0,77.0
USC00133473,999999-54902,47.898470712539144,1.1000000000000227,41.7196,-92.7502,278.9,IA,GRINNELL 3 SW,-6,19480801-20240401, 85.4%,0.0,0.0
USC00133944,725570-14943,35.153861873312735,5.899999999999977,42.1558,-96.083,326.1,IA,HORNICK 5S,-6,19480801-20180424, 85.0%,45.0,45.0
USC00134101,725450-14990,34.984472198855904,60.900000000000006,41.6093,-91.5051,195.1,IA,IOWA CITY,-6,19790901-20240403, 89.1%,46.0,46.0
USC00134142,725458-04907,47.47887952085247,32.39999999999998,42.5188,-93.2536,321.6,IA,IOWA FALLS,-6,19480801-20230407, 92.9%,29.0,29.0
USC00134174,722097-04936,26.21960589323312,44.69999999999999,41.775,-95.1525,419.7,IA,IRWIN 3 ESE,-6,19501001-20240305, 95.7%,21.0,21.0
USC00134381,999999-14931,47.73770863133941,53.400000000000006,40.3968,-91.3749,160.6,IA,KEOKUK LOCK DAM 19,-6,19480801-20240401, 92.6%,77.0,77.0
USC00134502,999999-54902,29.167840081350768,7.199999999999989,41.3247,-93.1008,272.8,IA,KNOXVILLE,-6,19480801-20230320, 83.9%,0.0,0.0
USC00134585,725400-99999,45.29839652581004,72.80000000000001,40.6233,-93.9343,343.8,IA,LAMONI,-6,19480801-20230901, 68.1%,18.0,16.0
USC00134746,725474-04915,22.590820240299664,10.899999999999977,40.8747,-94.5717,383.1,IA,LENOX,-6,19480801-20240408, 91.3%,30.0,30.0
USC00134963,744550-94982,39.179902644716734,2.0999999999999943,41.8604,-90.9222,224.9,IA,LOWDEN,-6,19870625-20240401, 95.6%,20.0,20.0
USC00135198,725461-94988,5.1753958724123,29.80000000000001,42.0647,-92.9244,265.2,IA,MARSHALLTOWN,-6,19480801-20240402, 93.0%,28.0,28.0
USC00135315,726444-04963,4.704051567377362,9.900000000000006,43.024,-91.1746,191.1,IA,MCGREGOR,-6,19511005-20240401, 95.2%,24.0,24.0
USC00135584,725540-14949,48.96443299245854,11.199999999999989,41.55,-95.9333,307.8,IA,MISSOURI VALLEY 2 WSW,-6,19480801-20240305, 87.3%,77.0,77.0
USC00135769,725474-04915,34.23271382100187,46.5,40.7052,-94.2427,347.5,IA,MOUNT AYR,-6,19480801-20240401, 86.9%,30.0,30.0
USC00135796,999999-14931,43.93718173304181,6.699999999999989,40.9601,-91.5851,220.7,IA,MOUNT PLEASANT 1 SW,-6,19480801-20240401, 85.6%,74.0,74.0
USC00135823,725570-14943,27.175730999113306,33.80000000000001,42.4916,-96.0688,365.8,IA,MOVILLE,-6,19480801-20240401, 90.0%,52.0,52.0
USC00136076,725450-14990,49.24076010505208,13.099999999999994,41.517,-92.0597,242.9,IA,NORTH ENGLISH,-6,19480801-20240403, 84.6%,52.0,52.0
USC00136190,726500-99999,41.86563535162178,27.0,43.4144,-95.5313,381.0,IA,OCHEYEDAN,-6,20051201-20130901, 96.0%,1.0,1.0
USC00136975,720344-54920,35.682854118814966,30.899999999999977,42.817,-95.9708,403.9,IA,REMSEN,-6,19480801-20240404, 97.0%,20.0,20.0
USC00137058,726586-99999,40.227281343245,34.60000000000002,43.2957,-94.5108,388.6,IA,RINGSTED,-6,19480814-20240401, 90.9%,52.0,52.0
USC00137326,725485-14940,41.182976477692385,14.800000000000011,43.3817,-92.9232,347.2,IA,ST ANSGAR,-6,19480809-20240405, 93.0%,77.0,77.0
USC00137340,725460-14933,30.004766763908265,37.69999999999999,41.2875,-93.8078,323.7,IA,ST CHARLES,-6,19480801-20221005, 90.2%,75.0,75.0
USC00137572,725485-14940,25.577216440457708,13.0,42.9216,-93.2827,349.0,IA,SHEFFIELD 3 NW,-6,19480801-20240403, 92.5%,77.0,77.0
USC00137582,722097-04936,11.954269784631137,24.899999999999977,41.5114,-95.4406,399.9,IA,SHELBY,-6,19501001-20240315, 91.0%,21.0,21.0
USC00137602,725480-94910,23.176764272813404,20.399999999999977,42.7042,-92.5906,284.4,IA,SHELL ROCK 1 SW,-6,19480801-20240302, 93.3%,67.0,67.0
USC00137613,725467-04973,3.8881865755393767,0.6000000000000227,40.7717,-95.3738,295.4,IA,SHENANDOAH,-6,20031122-20240304, 68.8%,17.0,17.0
USC00137664,726587-99999,30.761109374835765,13.0,43.4023,-95.7499,467.0,IA,SIBLEY,-6,19910101-20240405, 72.3%,27.0,27.0
USC00137700,725484-04942,31.925908735435424,50.5,43.0558,-96.1525,414.5,IA,SIOUX CENTER 2 SE,-6,19480801-20240401, 92.5%,30.0,30.0
USC00137774,725477-04917,32.8076300742631,45.10000000000002,41.9811,-95.7769,342.9,IA,SOLDIER,-6,19480801-20240319, 91.0%,30.0,30.0
USC00137844,726500-99999,0.6406068926871027,3.8000000000000114,43.1652,-95.1466,404.2,IA,SPENCER 1 N,-6,19480901-20240326, 49.3%,12.0,12.0
USC00138009,720293-04989,42.372962743173524,67.80000000000001,42.6853,-91.533,365.8,IA,STRAWBERRY POINT,-6,19480806-20240402, 94.2%,21.0,21.0
USC00138315,725480-94910,40.85225632911854,21.0,42.1865,-92.4722,285.0,IA,TRAER,-6,19480801-20240401, 95.3%,67.0,67.0
USC00138646,725453-14930,39.580086260623546,30.80000000000001,41.0458,-95.0869,390.8,IA,STANTON 4N,-6,19480801-20240301, 91.7%,30.0,30.0
USC00138688,725462-14937,41.10320169232509,11.400000000000006,41.2824,-91.7078,209.4,IA,WASHINGTON,-6,19480801-20240401, 94.5%,33.0,33.0
USC00138806,725486-99999,46.73597676646672,27.30000000000001,42.4685,-93.7974,326.7,IA,WEBSTER CITY,-6,19480801-20240404, 90.6%,36.0,36.0
USC00139164,722097-04936,36.44679329701628,42.80000000000001,41.745,-95.7091,332.2,IA,WOODBINE,-6,19480801-20120801, 93.0%,9.0,9.0
USC00139165,722097-04936,32.80855139240725,6.199999999999989,41.759,-95.644,368.8,IA,WOODBINE 4ENE,-6,20120807-20240319, 93.5%,13.0,13.0
USC00140326,724506-13986,33.752615261097894,20.100000000000023,37.8894,-98.1785,483.1,KS,ARLINGTON,-6,19781025-20240403, 82.0%,46.0,46.0
USC00140750,724506-13986,37.965790563870684,42.39999999999998,37.8923,-97.4827,420.6,KS,BENTLEY 2E,-6,20120401-20240401, 98.7%,13.0,13.0
USC00140957,724466-03929,38.240985581123596,61.89999999999998,39.0636,-94.896,259.1,KS,BONNER SPRINGS,-6,19880301-20211201, 80.1%,10.0,9.0
USC00141351,724556-13989,49.10369157717408,97.30000000000001,38.0212,-96.6036,463.3,KS,CASSODAY 2SE,-6,19480801-20220602, 93.7%,55.0,54.0
USC00141612,724565-13920,26.845817962739396,16.30000000000001,38.9407,-95.3396,298.7,KS,CLINTON LAKE,-6,19770413-20240202, 89.1%,48.0,48.0
USC00141740,723495-13987,35.168463422972884,21.100000000000023,37.25,-94.8667,274.9,KS,COLUMBUS 6 NNW,-6,19480801-20240401, 94.6%,59.0,59.0
USC00142432,724604-93076,9.637654697156597,7.900000000000091,37.0833,-101.85,1096.1,KS,ELKHART 6 NNE,-6,19490101-20240405, 64.5%,44.0,41.0
USC00142582,724507-13981,23.60465291601405,24.600000000000023,37.5668,-95.2458,273.4,KS,ERIE,-6,19970901-20240401, 95.7%,28.0,28.0
USC00142835,999999-23908,45.38711284875053,20.600000000000023,37.8172,-94.6987,269.4,KS,FORT SCOTT,-6,20200914-20240404, 99.8%,0.0,0.0
USC00142938,724585-93997,26.697391615745985,29.399999999999977,38.6366,-98.8722,597.4,KS,GALATIA 4E,-6,19821101-20240402, 85.6%,42.0,42.0
USC00142980,724515-23064,11.449563160390436,3.8999999999999773,37.993,-100.8121,880.9,KS,GARDEN CITY EXP STA,-6,19480801-20240402, 92.1%,59.0,59.0
USC00143527,724585-93997,46.40690998520789,44.60000000000002,38.8586,-99.3358,612.6,KS,HAYS 1 S,-6,19480801-20240405, 92.7%,75.0,75.0
USC00143554,999999-03067,42.092345171003316,5.2999999999999545,38.6002,-100.6196,868.7,KS,HEALY,-6,19480801-20240401, 87.2%,0.0,0.0
USC00143634,725533-94957,32.33330978725352,55.60000000000002,39.7833,-95.5167,353.6,KS,HIAWATHA 5 SSE,-6,20200617-20231018, 95.6%,4.0,4.0
USC00143665,724655-93990,0.9294982127770933,17.200000000000045,39.3618,-99.8279,649.8,KS,HILL CITY 1E,-6,19831001-20240411, 86.6%,42.0,42.0
USC00143686,724466-03929,34.64415910560989,13.199999999999989,38.6645,-94.8901,307.8,KS,HILLSDALE LAKE,-6,19851126-20240402, 85.5%,16.0,15.0
USC00143954,724519-93967,19.943783112486255,18.400000000000006,37.2363,-95.7002,245.4,KS,INDEPENDENCE,-6,19970602-20240401, 96.2%,28.0,28.0
USC00143984,724507-13981,28.59072559295939,7.199999999999989,37.9233,-95.4241,290.8,KS,IOLA 1 W,-6,19510101-20240415, 78.9%,59.0,59.0
USC00144178,724586-03919,33.70442069793667,69.80000000000001,38.6078,-97.9596,454.8,KS,KANOPOLIS LAKE,-6,19480801-20240401, 93.8%,70.0,70.0
USC00144341,724520-03957,29.681660370166746,63.10000000000002,37.0174,-98.4899,403.9,KS,KIOWA,-6,19480801-20240406, 94.1%,45.0,43.0
USC00144370,724565-13920,41.285284608252766,17.19999999999999,39.0479,-95.1929,332.2,KS,KU-FIELD STATION,-6,20191025-20240301, 97.5%,6.0,6.0
USC00145039,724509-53939,39.25199161764765,48.5,38.3781,-97.0752,418.5,KS,MARION RESERVOIR,-6,19660511-20230103, 91.2%,32.0,31.0
USC00145210,724565-13920,48.71536928064801,18.5,38.5039,-95.7037,333.5,KS,MELVERN LAKE,-6,19730401-20240301, 89.4%,52.0,52.0
USC00145306,724550-13947,12.23904276510993,45.69999999999999,39.0745,-96.8982,369.7,KS,MILFORD LAKE,-6,19670711-20240301, 86.0%,52.0,52.0
USC00145536,724519-93967,15.209449834241418,15.0,37.188,-95.4503,242.0,KS,MOUND VALLEY 3 WSW,-6,19571004-20240401, 95.8%,28.0,28.0
USC00145852,724655-93990,49.95582257562537,48.10000000000002,39.8114,-99.9386,715.1,KS,NORTON DAM,-6,19630403-20240404, 81.8%,52.0,51.0
USC00145888,999999-03067,27.052702658872875,71.5,39.113,-100.9447,945.5,KS,OAKLEY 4W,-6,19490801-20240401, 90.6%,0.0,0.0
USC00146333,724565-13920,28.610030871117342,23.30000000000001,39.1174,-95.4101,291.7,KS,PERRY LAKE,-6,19700209-20240131, 83.4%,53.0,53.0
USC00146498,724565-13920,33.61150172883794,9.0,38.6449,-95.566,324.0,KS,POMONA LAKE,-6,19630708-20240301, 88.2%,59.0,59.0
USC00147546,724586-03919,19.6962690928882,53.89999999999998,38.7056,-97.8461,438.9,KS,SMOKY HILL AIR NATIONAL GUARD RANGE,-6,20110901-20171205, 94.5%,7.0,7.0
USC00147756,724466-03929,11.466938646643994,5.399999999999977,38.7814,-94.6689,326.4,KS,STILWELL 1N,-6,19821001-20230914, 88.7%,18.0,17.0
USC00147922,724516-99999,45.83017373709796,19.899999999999977,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,-6,19580224-20240419, 87.9%,52.0,52.0
USC00148250,724490-13993,16.95045513649048,69.5,39.8281,-95.0875,315.5,KS,TROY 3N,-6,19880322-20240405, 89.4%,33.0,33.0
USC00148293,724507-13981,48.52250936215148,23.69999999999999,37.8488,-94.9765,274.3,KS,UNIONTOWN,-6,19821013-20160803, 87.7%,35.0,35.0
USC00148847,724505-03923,16.880553313411944,10.399999999999977,37.6552,-97.443,406.6,KS,WICHITA WX,-6,20100501-20240403, 95.8%,15.0,15.0
USC00150381,724243-03849,27.974942161947364,58.19999999999999,36.8825,-83.8819,301.8,KY,BARBOURVILLE,-5,19480801-20160916, 78.5%,55.0,55.0
USC00150450,720353-63875,45.066704428362975,3.8000000000000114,36.8582,-83.3302,354.8,KY,BAXTER,-5,19480801-20160101, 72.6%,12.0,11.0
USC00150611,724350-03816,44.056148856361204,12.700000000000003,36.858,-88.3363,111.3,KY,BENTON,-6,19480801-20240304, 84.2%,68.0,68.0
USC00151227,724237-99999,19.876176573552023,2.700000000000003,37.5531,-87.1924,121.3,KY,CALHOUN 4ENE,-6,19561001-20230601, 80.5%,23.0,23.0
USC00151631,724350-03816,45.620751386997405,2.0999999999999943,36.6833,-89.0,121.9,KY,CLINTON,-6,19480801-20220817, 88.4%,66.0,66.0
USC00152775,724210-93814,47.596836300230464,12.400000000000006,38.6873,-84.3585,249.6,KY,FALMOUTH,-5,19750201-20240401, 48.8%,32.0,32.0
USC00152979,724237-99999,39.729047425433194,13.199999999999989,37.6364,-86.7243,137.2,KY,FORDSVILLE,-6,19710501-20240408, 88.5%,24.0,24.0
USC00153194,724220-93820,19.125940365875167,52.599999999999994,38.2094,-84.5621,245.4,KY,GEORGETOWN WATER WKS,-5,20130612-20240409, 92.3%,12.0,12.0
USC00153744,724236-03889,40.19219943011158,62.5,37.5787,-83.7659,350.5,KY,HEIDELBERG 2N,-5,20071104-20110802, 93.0%,5.0,5.0
USC00153798,746710-13806,7.119398899848391,3.3000000000000114,36.6702,-87.5588,170.7,KY,HERNDON 5S,-6,19480801-20240301, 84.5%,70.0,70.0
USC00153929,724240-13807,45.49459059074451,10.199999999999989,37.5316,-85.735,240.2,KY,HODGENVILLE LINCOLN P,-5,19480801-20200901, 81.5%,71.0,71.0
USC00154948,724250-03860,28.97680429581415,17.19999999999999,38.125,-82.6934,233.8,KY,LOUISA 5W,-5,19961204-20240403, 86.9%,29.0,29.0
USC00154955,724235-13810,12.668745704398473,29.900000000000006,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,-5,19820701-20221220, 80.1%,41.0,41.0
USC00156012,724250-03860,48.33225820320949,19.69999999999999,38.3423,-83.1038,270.7,KY,OLIVE HILL 5NE,-5,19480801-20240103, 64.8%,47.0,46.0
USC00156170,724220-93820,36.59346729598606,55.69999999999999,38.2052,-84.2382,242.3,KY,PARIS,-5,19711101-20240401, 85.5%,54.0,54.0
USC00157215,746716-93808,29.384263995139694,67.5,36.7462,-86.2259,226.5,KY,SCOTTSVILLE,-6,19841001-20240415, 56.5%,28.0,28.0
USC00157473,724235-13810,35.3930681556442,95.10000000000002,38.3409,-85.2799,259.1,KY,SMITHFIELD 4 S,-5,19480801-20240401, 90.1%,52.0,52.0
USC00157677,724354-63815,43.44371061616711,89.89999999999998,36.6736,-84.4791,371.9,KY,STEARNS 2S,-5,19480801-20150504, 76.3%,24.0,24.0
USC00157948,724235-13810,34.821278761000926,11.599999999999994,38.0144,-85.3713,152.4,KY,TAYLORSVILLE 2SW,-5,20030905-20240415, 56.5%,18.0,16.0
USC00158070,722322-00361,32.276965952206936,39.60000000000002,36.8136,-85.708,257.6,KY,TOMPKINSVILLE 9NW,-6,19501201-20151209, 33.0%,12.0,12.0
USC00158719,999999-63838,45.81818030989297,8.0,37.8012,-85.1127,263.0,KY,WILLISBURG,-5,19681024-20170814, 69.5%,0.0,0.0
USC00158824,746716-93808,31.398068048171268,24.900000000000006,37.1852,-86.6335,134.1,KY,WOODBURY,-6,19480801-20240415, 89.5%,59.0,59.0
USC00161287,722487-13935,48.84269060635934,1.6000000000000014,30.9594,-92.1786,24.4,LA,BUNKIE,-6,19770101-20100415, 71.2%,32.0,31.0
USC00161411,722486-13942,31.068360667297853,14.600000000000001,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,-6,19680410-20240306, 75.1%,47.0,46.0
USC00161866,722357-99999,26.055902261260584,60.7,31.7236,-91.5408,22.3,LA,CLAYTON,-6,20040107-20120930, 50.5%,9.0,9.0
USC00161899,722317-13970,35.74323389666911,38.0,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,-6,19740701-20170321, 88.4%,44.0,44.0
USC00161979,722486-13942,38.79938667643381,3.0,32.1673,-92.1077,25.0,LA,COLUMBIA LOCK,-6,20170218-20240306, 56.6%,8.0,8.0
USC00162534,722329-12936,49.68001050309221,7.1,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,-6,19880601-20240201, 81.1%,36.0,36.0
USC00164030,722312-03908,3.6669380864130994,2.3000000000000007,30.503,-90.3772,10.7,LA,HAMMOND 5 E,-6,19840101-20190207, 83.4%,14.0,14.0
USC00164696,722487-13935,35.10436236288197,17.6,31.6782,-92.1288,43.6,LA,JENA,-6,19860204-20240306, 79.6%,39.0,39.0
USC00164700,722404-13941,45.745982785937926,2.5999999999999996,30.2002,-92.6641,7.6,LA,JENNINGS,-6,19700301-20100501, 76.6%,21.0,20.0
USC00164739,722487-13935,40.90507793020024,4.699999999999999,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,-6,19720406-20231201, 82.5%,51.0,51.0
USC00165021,722405-13976,7.900423208319124,2.4000000000000004,30.2191,-92.065,7.6,LA,LAFAYETTE,-6,19520310-20100603, 86.0%,41.0,40.0
USC00165287,722390-03931,9.413550943587792,20.799999999999997,31.0516,-93.2788,79.2,LA,LEESVILLE 6 SSW,-6,19940803-20100525, 49.5%,9.0,9.0
USC00165620,722317-13970,18.597568714851807,16.6,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,-6,19820501-20130123, 76.4%,30.0,29.0
USC00165874,722485-13944,48.57650830937637,48.099999999999994,32.0712,-93.7588,98.1,LA,MANSFIELD 4 NW,-6,19961001-20210323, 59.5%,23.0,23.0
USC00166244,722485-13944,36.181231664615275,6.399999999999999,32.6052,-93.2947,56.4,LA,MINDEN,-6,19640305-20211026, 86.1%,56.0,56.0
USC00166314,722486-13942,1.8433480485236828,0.6999999999999993,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,-6,19770705-20091027, 88.7%,33.0,33.0
USC00166394,722329-12936,15.158874499672018,0.5,29.6833,-91.1761,1.5,LA,MORGAN CITY,-6,19471001-20100618, 83.1%,26.0,25.0
USC00166582,722319-53943,4.72115538603614,3.6000000000000014,31.7722,-93.0955,39.6,LA,NATCHITOCHES,-6,19680701-20080530, 89.1%,7.0,7.0
USC00166584,722319-53943,9.371847554152522,7.0,31.8142,-93.0856,43.0,LA,NATCHITOCHES #2,-6,20081126-20240301, 86.8%,17.0,17.0
USW00012930,722315-53917,17.34767890425928,6.1,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,-6,19630101-20240122, 85.2%,37.0,37.0
USC00167691,722486-13942,26.452328456632785,5.100000000000001,32.4936,-91.7486,27.1,LA,RAYVILLE,-6,20060315-20151201, 73.1%,10.0,10.0
USC00167738,722485-13944,8.92624666585441,2.799999999999997,32.4219,-93.638,47.2,LA,RED RIVER RESEARCH STATION,-6,19751101-20240301, 86.2%,50.0,50.0
USC00168163,722357-99999,38.290813408042254,59.2,31.9497,-91.2336,23.8,LA,ST JOSEPH 3 N,-6,20030401-20130810, 75.0%,11.0,11.0
USW00013957,722485-13944,16.49787771930049,19.5,32.4473,-93.8244,69.5,LA,SHREVEPORT AP,-6,19471001-20131231, 88.3%,59.0,59.0
USC00168444,722485-13944,18.890725415488706,7.299999999999997,32.3795,-93.8019,57.3,LA,SHREVEPORT SOUTHERN HILLS,-6,20051213-20240301, 86.7%,20.0,19.0
USC00168539,722315-53917,33.741699718468624,3.0,30.25,-89.7667,3.0,LA,SLIDELL WSFO,-6,19740408-20231225, 74.4%,36.0,33.0
USC00168785,722486-13942,21.937765510381475,3.8999999999999986,32.7025,-92.0813,25.9,LA,STERLINGTON,-6,20051220-20091211, 92.7%,5.0,4.0
USC00169013,722406-99999,24.326128424812968,1.5999999999999996,29.7547,-90.7748,4.6,LA,THIBODAUX 4 SE,-6,20111230-20240201, 41.1%,12.0,11.0
USC00169357,722357-99999,13.564583713465389,64.7,31.5652,-91.4332,18.3,LA,VIDALIA NO 2,-6,19521101-20121012, 85.0%,38.0,35.0
USC00169803,722319-53943,48.43948673921348,12.799999999999997,31.9622,-92.6561,48.8,LA,WINNFIELD 3 N,-6,19561114-20240110, 84.5%,23.0,22.0
USC00170273,743920-14611,46.154285099018274,12.2,44.3007,-69.7792,8.8,ME,AUGUSTA,-5,19521001-20181025, 80.1%,57.0,57.0
USC00171472,727119-94605,0.5364795024294852,0.8000000000000114,46.6109,-69.5231,304.8,ME,CLAYTON LAKE,-5,19480501-20110601, 84.7%,7.0,6.0
USC00172048,743920-14611,17.317440355794087,21.700000000000003,43.9996,-70.0963,42.7,ME,DURHAM,-5,20221030-20240419, 97.4%,0.0,0.0
USC00172878,715900-99999,29.85232060948145,31.900000000000006,47.2386,-68.612,185.9,ME,FORT KENT,-5,19531016-20240403, 86.2%,21.0,21.0
USC00173261,716070-99999,41.23407823515233,62.400000000000006,45.1776,-67.7742,88.4,ME,GRAND LAKE STREAM,-5,19480501-20240401, 87.6%,43.0,43.0
USC00173295,743920-14611,26.006451327427843,94.2,43.8925,-70.2544,115.2,ME,GRAY,-5,20201121-20240417,100.0%,0.0,0.0
USC00173862,726060-14764,30.186403340064512,79.7,43.6476,-70.675,92.7,ME,HOLLIS,-5,20201007-20240402, 99.5%,5.0,5.0
USC00173944,727033-99999,11.160295238219875,30.099999999999994,46.2061,-67.8418,118.9,ME,HOULTON 5N,-5,19850701-20150501, 92.6%,31.0,31.0
USC00175285,726077-99999,39.32698609841316,16.5,44.5389,-67.8801,8.5,ME,MILBRIDGE,-5,20100524-20240401, 97.6%,15.0,15.0
USC00175347,726196-14610,49.43554956022619,6.0,45.2563,-69.0101,128.0,ME,MILO,-5,19750910-20120504, 91.7%,23.0,20.0
USC00176435,726071-14606,14.859668282377124,40.3,44.8785,-68.6688,17.7,ME,ORONO 2,-5,19540801-20240401, 89.3%,71.0,71.0
USC00177255,994370-99999,41.34111623761859,5.300000000000001,44.103,-69.1157,10.7,ME,ROCKLAND,-5,19481201-20180526, 87.8%,13.0,12.0
USC00177827,726073-14615,26.418649573284195,43.7,44.7638,-69.7194,50.3,ME,SKOWHEGAN,-5,19480501-20181025, 88.0%,28.0,28.0
USW00013701,691174-99999,1.5352823807190867,0.6000000000000014,39.4716,-76.1697,17.4,MD,ABERDEEN PHILLIPS FLD,-5,19480501-20240401, 43.9%,12.0,9.0
USC00180700,724050-13743,22.800790508689655,40.2,39.0302,-76.9315,44.2,MD,BELTSVILLE,-5,19480501-20240301, 91.6%,77.0,77.0
USC00200032,725360-94830,41.49094250238698,26.599999999999994,41.9164,-84.0164,231.6,MI,ADRIAN 2 NNE,-5,20220518-20221001, 97.7%,1.0,1.0
USC00200146,726379-14845,48.19380823299397,20.900000000000006,43.3869,-84.6482,221.9,MI,ALMA,-5,20201012-20240401, 87.4%,5.0,5.0
USC00200230,725370-94847,28.501014865067884,56.80000000000001,42.2981,-83.6639,247.8,MI,ANN ARBOR U OF MICH,-5,19480701-20240401, 94.9%,67.0,67.0
USC00200662,726387-14850,39.51342161405195,5.5,44.9758,-85.198,190.5,MI,BELLAIRE,-5,19480701-20240401, 92.6%,77.0,77.0
USC00200766,997988-99999,14.462209872511062,0.30000000000001137,46.8864,-87.8639,185.3,MI,BIG BAY 8 NW,-5,19610427-20240415, 82.5%,0.0,0.0
USC00201361,722007-54828,25.823622389014165,0.19999999999998863,43.5861,-83.1805,212.8,MI,CASS CITY 1 SSW,-5,19921103-20240402, 89.9%,20.0,20.0
USC00201486,999999-54810,1.3079894659075757,0.8000000000000114,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,-5,19880802-20240415, 82.1%,0.0,0.0
USC00201680,725396-14815,45.052403849787275,7.600000000000023,41.9397,-85.0183,289.6,MI,COLDWTR WASTEWTR PLT,-5,19400701-20240402, 74.5%,58.0,57.0
USC00201780,725387-99999,1.3084554017222405,0.5,47.4679,-87.8671,190.5,MI,COPPER HARBOR FORT WILKINS,-5,19480701-20240416, 76.9%,40.0,40.0
USC00202094,997257-99999,0.92836565255537,2.4000000000000057,45.9983,-83.9013,181.4,MI,DETOUR VILLAGE,-5,19520819-20240402, 90.3%,0.0,0.0
USC00202381,727436-99999,19.827292373206046,11.099999999999994,45.1518,-85.1324,178.9,MI,EAST JORDAN,-5,20191024-20240401, 93.5%,6.0,6.0
USC00202598,722186-04892,49.82086488328013,5.800000000000011,46.128,-85.5696,208.8,MI,ENGADINE MDOT,-5,20140812-20240402, 98.4%,11.0,11.0
USW00014824,726482-99999,5.948524233251911,5.900000000000006,45.7438,-87.0406,180.1,MI,ESCANABA,-5,19480801-20150622, 73.7%,19.0,18.0
USC00202627,726482-99999,1.0176086646316165,6.199999999999989,45.7181,-87.0939,179.8,MI,ESCANABA #2,-5,20140903-20240405, 97.7%,0.0,0.0
USW00014828,725424-04885,43.97498104569214,6.199999999999989,43.9758,-84.4908,236.2,MI,GLADWIN,-5,19480701-20240402, 58.7%,24.0,24.0
USC00203188,726395-14808,25.799189774183763,80.5,44.5358,-83.7022,272.5,MI,GLENNIE 2SE,-5,20000101-20240401, 72.2%,20.0,19.0
USC00203295,726360-14840,12.209412969275563,7.099999999999994,43.0618,-86.2044,182.9,MI,GRAND HAVEN WASTEWATER PLANT,-5,19480701-20240411, 89.2%,77.0,77.0
USC00203391,726380-94814,32.92852421539949,0.8000000000000114,44.6454,-84.6992,350.8,MI,GRAYLING,-5,19890801-20240401, 82.4%,31.0,31.0
USC00203516,727430-94850,27.9422722926125,93.89999999999998,46.2863,-87.4511,337.1,MI,GWINN 1W,-5,19490701-20240415, 87.3%,25.0,25.0
USC00203585,997260-99999,1.991079878737869,2.4000000000000057,43.8322,-82.6427,181.4,MI,HARBOR BEACH 1 SSE,-5,20010601-20240401, 93.0%,0.0,0.0
USC00203661,725396-14815,37.13881032911262,31.80000000000001,42.6421,-85.2882,250.2,MI,HASTINGS,-5,20000101-20240401, 50.1%,15.0,14.0
USC00203947,726370-14826,38.7901033098465,55.89999999999998,42.6333,-83.9167,289.9,MI,HOWELL SEWAGE PLANT,-5,19610410-20240411, 91.5%,64.0,64.0
USC00204090,727437-99999,3.357469074272339,33.60000000000002,45.7858,-88.0841,326.4,MI,IRON MTN-KINGSFORD WWTP,-6,19480701-20240402, 94.5%,30.0,30.0
USC00204104,727445-99999,7.558319095715374,60.89999999999998,46.4656,-90.1892,435.9,MI,IRONWOOD,-6,20071203-20240405, 93.7%,18.0,18.0
USC00204155,725395-14833,3.8328348723005243,7.0,42.2884,-84.4236,288.0,MI,JACKSON 3N,-5,19480701-20240201, 85.9%,57.0,57.0
USC00204320,726350-94860,41.629339751709246,7.800000000000011,43.2036,-85.7776,247.8,MI,KENT CITY 2 SW,-5,19880414-20240301, 77.5%,35.0,35.0
