StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00254455,41.2097,-101.6705,1011.3,NE,KINGSLEY DAM,,15,-7,19480801-20240301, 90.9%,19860517-20240301, 85.9%,20050408-20240301, 92.4%
USC00255040,42.8299,-98.4710,430.1,NE,LYNCH,,15,-6,19480801-20240401, 90.1%,19860601-20240401, 87.4%,20050501-20240401, 82.7%
USC00255112,41.2629,-96.6945,384.0,NE,MALMO 1 E,,15,-6,19501101-20240301, 91.5%,19870702-20240301, 92.3%,20051031-20240301, 97.6%
USC00255312,40.2161,-100.6301,787.9,NE,MC COOK #2,,15,-6,19670913-20240409, 82.3%,19951226-20240409, 79.7%,20100216-20240409, 94.5%
USC00255700,42.0067,-101.0445,995.8,NE,MULLEN 3S,,15,-7,20091127-20220812, 91.5%,20160404-20220812, 87.3%,20190608-20220812, 92.3%
USC00256386,41.4952,-102.1844,1074.4,NE,OSHKOSH 10 NE,,15,-7,19581101-20240301, 95.1%,19910702-20240301, 93.7%,20071031-20240301, 96.4%
USC00256630,42.1152,-96.7058,408.4,NE,PENDER,,15,-6,19490401-20240319, 91.8%,19860924-20240319, 92.1%,20050621-20240319, 95.9%
USC00256657,41.8550,-98.0747,579.7,NE,PETERSBURG,,15,-6,19881005-20240327, 70.3%,20060701-20240327, 67.9%,20150514-20240327, 99.9%
USC00256720,42.2015,-97.5377,504.4,NE,PIERCE,,15,-6,19480801-20230328, 93.6%,19851128-20230328, 93.3%,20040728-20230328, 93.3%
USC00257351,42.3202,-98.0933,565.4,NE,ROYAL 2SE,,15,-6,19951101-20240311, 95.4%,20100105-20240311, 99.4%,20170206-20240311, 99.8%
USC00257685,41.6617,-96.6704,382.8,NE,SCRIBNER,,15,-6,19480801-20240311, 90.2%,19860522-20240311, 92.9%,20050416-20240311, 96.6%
USC00257800,40.2038,-95.7063,332.2,NE,SHUBERT 2SW,,15,-6,20150824-20240302, 99.9%,20191127-20240302, 99.8%,20220113-20240302, 99.6%
USC00257829,41.1097,-102.9788,1315.2,NE,SIDNEY 2S,,15,-7,20090803-20210701, 82.9%,20150718-20210701, 79.0%,20180709-20210701, 80.4%
USC00258025,41.5673,-98.3943,645.3,NE,SPALDING 8S,,15,-6,19480801-20240411, 93.4%,19860606-20240411, 90.8%,20050509-20240411, 98.0%
USC00258395,40.6661,-96.1891,335.3,NE,SYRACUSE,,15,-6,19480801-20240302, 92.9%,19860517-20240302, 94.8%,20050409-20240302, 97.4%
USC00259050,42.2949,-97.0569,453.8,NE,WAYNE 4 NW,,15,-6,19480801-20240317, 90.4%,19860525-20240317, 93.7%,20050420-20240317, 97.3%
USC00259091,40.9141,-96.1406,387.1,NE,WEEPING WATER 3N,,15,-6,20110413-20240221, 88.5%,20170916-20240221, 85.4%,20201203-20240221, 92.3%
USC00259513,40.9152,-97.5997,491.6,NE,YORK 3N,,15,-6,20080901-20240401, 98.6%,20160616-20240401, 99.9%,20200509-20240401, 99.9%
USC00262557,37.3476,-114.5410,1043.0,NV,ELGIN,,15,-8,19510301-20121213, 61.2%,19820121-20121213, 67.3%,19970703-20121213, 63.2%
USC00262570,40.8602,-115.7427,1595.6,NV,ELKO NWS OFFICE,,15,-8,19991105-20240411, 87.0%,20120123-20240411, 94.3%,20180303-20240411, 92.8%
USC00263512,38.5155,-118.6208,1341.1,NV,HAWTHORNE,,15,-8,19540820-20240404, 44.3%,19890612-20240404, 75.9%,20061107-20240404, 85.9%
USC00264698,40.1700,-118.4776,1211.0,NV,LOVELOCK,,15,-8,19520923-20240402, 92.2%,19880628-20240402, 96.4%,20060516-20240402, 97.0%
USC00265191,38.9547,-119.7758,1435.3,NV,MINDEN,,15,-8,19480701-20240404, 94.9%,19860518-20240404, 96.1%,20050426-20240404, 96.1%
USC00265441,39.3422,-119.8636,2205.2,NV,MT. ROSE - CHRISTMAS TREE,,15,-8,19710101-20240404, 90.8%,19970818-20240404, 89.7%,20101211-20240404, 90.2%
USC00265846,36.5501,-114.4582,394.4,NV,OVERTON,,15,-8,19480801-20150803, 57.9%,19820131-20150803, 61.2%,19981101-20150803, 82.5%
USC00265880,37.2689,-115.1217,1016.2,NV,PAHRANAGAT WILDLIFE REF,,15,-8,19650429-20140306, 87.3%,19891001-20140306, 81.5%,20011218-20140306, 72.4%
USC00266252,37.9338,-114.4522,1825.8,NV,PIOCHE,,15,-8,20100702-20131011, 89.4%,20120220-20131011, 96.5%,20121215-20131011, 96.5%
USC00267192,40.4661,-118.3047,1260.3,NV,RYE PATCH DAM,,15,-8,19480701-20240402, 94.1%,19860517-20240402, 92.7%,20050424-20240402, 94.2%
USC00267369,35.4661,-114.9216,1079.0,NV,SEARCHLIGHT,,15,-8,19480701-20240412, 90.4%,19860522-20240412, 83.8%,20050502-20240412, 69.8%
USC00267612,38.8822,-119.3511,1524.0,NV,SMITH 6 N,,15,-8,19730703-20240404, 91.4%,19981118-20240404, 96.1%,20110727-20240404, 96.4%
USC00267750,38.0405,-114.1800,1813.6,NV,SPRING VALLEY STATE PARK,,15,-8,19770104-20121213, 87.4%,19941224-20121213, 82.8%,20031219-20121213, 79.0%
USC00268822,39.0747,-119.1189,1310.6,NV,WABUSKA 6 SE,,15,-8,19720601-20240402, 92.8%,19980502-20240402, 95.8%,20110417-20240402, 97.3%
USC00268838,39.6915,-119.2900,1219.2,NV,WADSWORTH 4N,,15,-8,19740814-20240417, 92.6%,19990616-20240417, 89.6%,20111116-20240417, 88.2%
USC00270998,43.5984,-71.7185,146.9,NH,BRISTOL,,15,-5,19480501-20181011, 85.3%,19830722-20181011, 79.6%,20010301-20181011, 73.4%
USC00271925,42.8267,-71.4412,64.0,NH,DAME AND DUCHAME WELLS,,15,-5,20160623-20240402, 98.7%,20200513-20240402, 99.6%,20220423-20240402, 99.2%
USC00272174,43.1419,-70.9500,23.2,NH,DURHAM,,15,-5,19480501-20240402, 83.8%,19860417-20240402, 82.4%,20050409-20240402, 78.6%
USC00272842,44.7888,-71.1230,387.1,NH,ERROL,,15,-5,19480501-20140730, 85.7%,19810615-20140730, 74.4%,19980106-20140730, 64.6%
USC00273182,43.4703,-71.6537,137.2,NH,FRANKLIN FALLS DAM,,15,-5,19480501-20240411, 86.7%,19860421-20240411, 76.5%,20050416-20240411, 65.9%
USC00273850,43.7052,-72.2855,178.0,NH,HANOVER,,15,-5,19480601-20240402, 88.6%,19860502-20240402, 83.1%,20050417-20240402, 81.6%
USC00274218,43.1890,-71.7460,131.1,NH,HOPKINTON LAKE,,15,-5,19630627-20190725, 87.6%,19910711-20190725, 77.5%,20050717-20190725, 80.3%
USC00274806,44.2810,-71.8077,209.1,NH,LITTLETON 4,,15,-5,19981021-20240401, 79.0%,20110712-20240401, 96.2%,20171120-20240401, 99.1%
USC00275780,43.4758,-71.1788,195.1,NH,NEW DURHAM 3 NNW,,15,-5,19480501-20190515, 87.8%,19831107-20190515, 78.9%,20010810-20190515, 59.3%
USC00275868,43.3772,-72.1812,234.7,NH,NEWPORT,,15,-5,19691120-20190501, 81.1%,19940810-20190501, 75.0%,20061220-20190501, 79.7%
USC00276234,44.6820,-71.5858,289.6,NH,NORTH STRATFORD,,15,-5,19680918-20190828, 75.6%,19940309-20190828, 58.9%,20061202-20190828, 78.7%
USC00276818,44.2580,-71.2525,617.2,NH,PINKHAM NOTCH,,15,-5,19480501-20240418, 80.1%,19860425-20240418, 71.9%,20050421-20240418, 65.0%
USC00276856,45.0469,-71.3830,405.4,NH,PITTSBURG RESERVOIR,,15,-5,19480501-20240408, 88.8%,19860420-20240408, 80.9%,20050414-20240408, 72.7%
USC00278885,43.9099,-71.8878,216.4,NH,WARREN,,15,-5,19480501-20181101, 80.6%,19830801-20181101, 68.4%,20010317-20181101, 71.6%
USC00281351,38.9534,-74.9361,6.1,NJ,CAPE MAY 2 NW,,15,-5,19480501-20240211, 84.8%,19860322-20240211, 78.0%,20050302-20240211, 76.5%
USC00286964,40.0135,-74.8180,17.7,NJ,PHILADELPHIA/MT. HOLLY WFO,,15,-5,20180427-20190704, 96.5%,20181129-20190704, 94.5%,20190317-20190704, 89.1%
USC00290041,36.2402,-106.4277,1944.6,NM,ABIQUIU DAM,,15,-7,19631002-20230912, 72.9%,19930921-20230912, 48.1%,20080916-20230912, 59.0%
USC00290407,36.3949,-105.2852,2590.8,NM,ANGEL FIRE 1S,,15,-7,19940101-20240401, 83.5%,20090215-20240401, 95.2%,20160908-20240401, 99.2%
USC00290417,31.9380,-108.7688,1371.9,NM,ANIMAS 3ESE,,15,-7,19700101-20200728, 91.2%,19950415-20200728, 88.8%,20071206-20200728, 96.1%
USC00290600,32.8333,-104.4000,1033.9,NM,ARTESIA,,15,-7,19471001-20240301, 96.1%,19851215-20240301, 95.4%,20050122-20240301, 92.9%
USC00290640,34.0750,-107.6211,2133.6,NM,AUGUSTINE 2E,,15,-7,19471001-20240405, 93.2%,19860102-20240405, 95.7%,20050217-20240405, 97.3%
USC00290818,33.4286,-108.1000,2033.0,NM,BEAVERHEAD R/S,,15,-7,19480701-20230808, 79.7%,19860118-20230808, 72.9%,20041028-20230808, 55.3%
USC00291120,33.4486,-105.6847,2150.4,NM,BONITO DAM,,15,-7,19471001-20240402, 92.4%,19851231-20240402, 93.6%,20050215-20240402, 95.0%
USC00291286,32.8965,-107.3077,1292.0,NM,CABALLO DAM,,15,-7,19471001-20240402, 94.3%,19851231-20240402, 90.7%,20050215-20240402, 91.5%
USC00291440,33.5311,-105.5947,1975.1,NM,CAPITAN,,15,-7,19760109-20150814, 91.7%,19951027-20150814, 87.6%,20050919-20150814, 88.1%
USC00291445,33.3433,-103.6782,1319.2,NM,CAPROCK,,15,-7,20070701-20230906, 86.4%,20150803-20230906, 84.5%,20190820-20230906, 84.0%
USC00291469,32.3479,-104.2224,951.0,NM,CARLSBAD,,15,-7,19471001-20221104, 91.7%,19850418-20221104, 86.6%,20040126-20221104, 83.3%
USC00291963,34.5988,-103.2161,1351.8,NM,CLOVIS 13 N,,15,-7,19490701-20240403, 95.4%,19861116-20240403, 93.2%,20050725-20240403, 93.9%
USC00291982,35.6413,-106.3322,1694.7,NM,COCHITI DAM,,15,-7,19670501-20240402, 86.3%,19951016-20240402, 77.9%,20100108-20240402, 70.3%
USC00292030,35.4072,-104.1905,1293.6,NM,CONCHAS DAM,,15,-7,19471001-20240331, 92.8%,19851230-20240331, 89.5%,20050213-20240331, 85.0%
USC00292100,35.2488,-106.5950,1531.9,NM,CORRALES,,15,-7,19821106-20240405, 78.6%,20030722-20240405, 80.8%,20131127-20240405, 96.4%
USC00292241,35.9951,-106.9704,2105.6,NM,CUBA,,15,-7,19700701-20240319, 74.2%,19970510-20240319, 55.5%,20101014-20240319, 22.3%
USC00292250,35.0883,-107.5177,1888.2,NM,CUBERO,,15,-7,19770101-20240402, 96.0%,20000817-20240402, 96.4%,20120609-20240402,100.0%
USC00292510,35.1841,-105.0569,1569.7,NM,DILIA,,15,-7,19471001-20230419, 88.1%,19850710-20230419, 83.1%,20040529-20230419, 75.6%
USC00292665,34.4691,-105.3975,1915.7,NM,DURAN,,15,-7,19471001-20210913, 94.8%,19840921-20210913, 93.1%,20030319-20210913, 93.4%
USC00292700,36.5575,-105.2627,2523.7,NM,EAGLE NEST,,15,-7,19471001-20240401, 86.7%,19851231-20240401, 82.2%,20050214-20240401, 71.7%
USC00292837,36.5927,-106.7300,2054.4,NM,EL VADO DAM,,15,-7,19471001-20240403, 90.4%,19860101-20240403, 82.9%,20050216-20240403, 75.5%
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,,15,-7,19780401-20240408, 91.7%,20010404-20240408, 88.4%,20121005-20240408, 90.3%
USC00294009,32.9202,-107.5656,1605.4,NM,HILLSBORO,,15,-7,19471001-20240401, 94.9%,19851231-20240401, 96.5%,20050214-20240401, 99.2%
USC00294030,32.7125,-103.3538,1169.2,NM,HOBBS 13W,,15,-7,19961101-20230829, 87.9%,20100331-20230829, 95.2%,20161213-20230829, 98.4%
USC00294089,33.3802,-105.2544,1606.3,NM,HONDO 1SE,,15,-7,19471001-20150814, 94.4%,19810906-20150814, 92.8%,19980825-20150814, 90.9%
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,,15,-7,19650502-20240310, 81.6%,19941005-20240310, 65.7%,20090622-20240310, 87.4%
USC00294366,35.3886,-106.5438,1642.3,NM,JEMEZ DAM,,15,-7,19531001-20240402, 89.0%,19881231-20240402, 81.7%,20060817-20240402, 72.3%
USC00294426,32.6161,-106.7404,1316.1,NM,JORNADA EXP RANGE,,15,-7,19471101-20240401, 96.6%,19860115-20240401, 96.7%,20050222-20240401, 98.1%
USC00294862,35.5677,-105.2130,1935.2,NM,LAS VEGAS WASTE WATER PLANT,,15,-7,19830616-20230724, 78.6%,20030705-20230724, 62.6%,20130714-20230724, 41.2%
USC00295370,32.8568,-103.7624,1266.1,NM,MALJAMAR,,15,-7,19480201-20121106, 90.5%,19800619-20121106, 86.8%,19960828-20121106, 76.9%
USC00296041,36.0763,-108.8580,2854.1,NM,NARBONA PASS,,15,-7,20070103-20221020, 76.2%,20141126-20221020, 89.2%,20181107-20221020, 98.2%
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,,15,-7,19600826-20240404, 96.6%,19920615-20240404, 95.4%,20080510-20240404, 97.1%
USC00296435,32.3788,-106.0924,1286.6,NM,OROGRANDE,,15,-7,19471101-20160218, 90.7%,19811225-20160218, 90.5%,19990121-20160218, 85.6%
USC00296676,35.5488,-105.6886,2096.4,NM,PECOS NATIONAL MONUMENT,,15,-7,20170222-20240402, 87.4%,20200912-20240402, 99.9%,20220623-20240402, 99.8%
USC00296812,34.4930,-107.8883,2426.5,NM,PIETOWN 19NE,,15,-7,19880901-20200703, 86.4%,20040802-20200703, 84.4%,20120718-20200703, 87.1%
USC00297094,34.4208,-105.8913,1919.3,NM,PROGRESSO,,15,-7,19471101-20181030, 91.0%,19830501-20181030, 84.4%,20010129-20181030, 72.3%
USC00297180,34.3447,-108.4922,2096.4,NM,QUEMADO,,15,-7,20020301-20240403, 86.2%,20130317-20240403, 90.1%,20180924-20240403, 80.2%
USC00297279,36.9194,-104.4325,2112.9,NM,RATON FILTER PLANT,,15,-7,19530902-20240422, 75.1%,19881227-20240422, 84.2%,20060825-20240422, 85.0%
USC00297423,33.7527,-107.2094,1661.2,NM,RIENHARDT RANCH,,15,-7,19511001-20230808, 86.2%,19870904-20230808, 73.9%,20050821-20230808, 54.9%
USC00297614,33.3075,-104.5280,1112.2,NM,ROSWELL 2 S,,15,-7,20031201-20170709, 82.0%,20100919-20170709, 90.7%,20140212-20170709, 96.6%
USC00297638,35.9331,-104.1375,1750.5,NM,ROY,,15,-7,19471101-20170405, 87.9%,19820719-20170405, 80.6%,19991126-20170405, 65.6%
USC00297649,33.3677,-105.6611,2112.3,NM,RUIDOSO,,15,-7,19471101-20150814, 80.6%,19810922-20150814, 66.1%,19980902-20150814, 75.4%
USC00297736,32.7909,-105.5606,2250.0,NM,SACRAMENTO # 2,,15,-7,19741120-20240404, 91.3%,19990728-20240404, 87.1%,20111130-20240404, 99.7%
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,,15,-7,19720322-20240404, 94.4%,19980329-20240404, 95.9%,20110401-20240404, 97.9%
USC00298127,31.8727,-106.6980,1252.4,NM,SANTA TERESA AIRPORT,,15,-7,20020301-20240401, 97.4%,20130316-20240401,100.0%,20180923-20240401,100.0%
USC00298387,34.0605,-106.8842,1399.9,NM,SOCORRO,,15,-7,19480701-20240404, 92.8%,19860518-20240404, 87.3%,20050426-20240404, 82.7%
USC00298501,36.3627,-104.5849,1794.7,NM,SPRINGER,,15,-7,19471101-20200401, 88.6%,19840116-20200401, 80.5%,20020222-20200401, 68.1%
USC00298518,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,,15,-7,19541201-20230419, 89.0%,19890208-20230419, 80.6%,20060315-20230419, 83.8%
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,,15,-7,19590401-20240401, 94.5%,19911001-20240401, 91.6%,20071231-20240401, 96.0%
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,,15,-7,19750101-20240412, 87.1%,19990822-20240412, 78.7%,20111217-20240412, 98.7%
USC00298834,35.3000,-108.1472,2263.1,NM,THOREAU 12 SE,,15,-7,19940701-20151124, 89.1%,20050313-20151124, 86.1%,20100719-20151124, 79.3%
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,,15,-7,19610121-20240205, 95.4%,19920729-20240205, 93.1%,20080502-20240205, 95.0%
USC00299156,35.2005,-103.6866,1245.4,NM,TUCUMCARI 4 NE,,15,-7,19471101-20240401, 93.7%,19860115-20240401, 91.9%,20050222-20240401, 93.7%
USC00299569,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,,15,-7,19860901-20240304, 90.9%,20050602-20240304, 88.0%,20141018-20240304, 92.4%
USC00299686,32.7822,-106.1759,1221.0,NM,WHITE SANDS NAT'L MON.,,15,-7,19471101-20240413, 94.9%,19860121-20240413, 93.5%,20050303-20240413, 93.5%
USW00093044,35.1000,-108.7833,1962.9,NM,ZUNI CAA,,15,-7,19490301-20240401, 66.9%,19860915-20240401, 86.6%,20050623-20240401, 83.4%
USC00300220,42.5348,-78.4572,434.9,NY,ARCADE,,15,-5,20211130-20240401, 67.4%,20230130-20240401, 85.5%,20230831-20240401, 85.1%
USC00300443,43.0297,-78.1682,278.3,NY,BATAVIA,,15,-5,20220108-20240401, 77.8%,20230219-20240401, 71.3%,20230910-20240401, 55.1%
USW00014743,44.5772,-75.1097,136.6,NY,CANTON 4 SE,,15,-5,19480501-20210318, 88.5%,19841008-20210318, 83.9%,20021228-20210318, 75.9%
USC00301265,42.9480,-76.7342,115.8,NY,CAYUGA LOCK NO 1,,15,-5,19791019-20240401, 75.1%,20020109-20240401, 68.5%,20130219-20240401, 83.7%
USC00301708,43.3203,-73.9256,246.3,NY,CONKLINGVILLE DAM,,15,-5,19500201-20231101, 79.1%,19861217-20231101, 68.5%,20050525-20231101, 47.6%
USC00302454,42.3328,-75.2298,352.0,NY,EAST SIDNEY,,15,-5,19500401-20240416, 84.5%,19870409-20240416, 78.4%,20051012-20240416, 68.1%
USC00302953,42.9383,-74.6228,93.0,NY,FORT PLAIN,,15,-5,19491001-20170407, 86.4%,19830705-20170407, 77.1%,20000521-20170407, 60.5%
USC00303033,42.4496,-79.3119,231.6,NY,FREDONIA,,15,-5,19770701-20111109, 83.3%,19940904-20111109, 93.8%,20030407-20111109, 94.7%
USC00303184,42.8766,-77.0307,218.8,NY,GENEVA RESEARCH FARM,,15,-5,19680501-20240412, 89.9%,19960421-20240412, 91.7%,20100417-20240412, 91.8%
USC00303773,42.7746,-77.6083,274.9,NY,HEMLOCK,,15,-5,20150119-20240401, 81.5%,20190826-20240401, 99.3%,20211213-20240401, 98.7%
USC00303851,43.6051,-75.5544,549.9,NY,HIGHMARKET 2W,,15,-5,19680901-20240401, 89.7%,19960616-20240401, 92.7%,20100509-20240401, 97.5%
USC00303983,42.3488,-77.7044,403.9,NY,HORNELL ALMOND DAM,,15,-5,19500209-20240205, 88.5%,19870207-20240205, 82.9%,20050807-20240205, 77.4%
USC00304025,42.2475,-73.7922,9.1,NY,HUDSON CORRECTIONAL FACILITY,,15,-5,19570301-20170103, 44.9%,19870201-20170103, 71.9%,20020117-20170103, 51.9%
USC00304102,43.7548,-74.2756,509.0,NY,INDIAN LAKE 2SW,,15,-5,19480501-20240403, 75.2%,19860417-20240403, 74.3%,20050410-20240403, 58.1%
USC00304174,42.4492,-76.4491,292.6,NY,ITHACA CORNELL UNIV,,15,-5,19480501-20240313, 85.8%,19860407-20240313, 76.4%,20050325-20240313, 72.6%
USC00304207,42.1100,-79.1591,381.0,NY,JAMESTOWN 4 ENE,,15,-5,19600909-20240402, 70.0%,19920621-20240402, 88.2%,20080512-20240402, 87.9%
USC00304555,44.3042,-73.9839,575.5,NY,LAKE PLACID 2 S,,15,-5,19480501-20240405, 82.1%,19860418-20240405, 79.3%,20050411-20240405, 65.5%
USC00304912,43.7929,-75.4829,263.0,NY,LOWVILLE,,15,-5,19870414-20240402, 88.7%,20051007-20240402, 84.8%,20150104-20240402, 92.9%
USC00305280,43.4383,-76.2657,129.5,NY,MEXICO 2SW,,15,-5,20211008-20240401, 93.1%,20230104-20240401, 91.0%,20230818-20240401, 99.6%
USC00305426,41.7720,-74.1537,336.5,NY,MOHONK LAKE,,15,-5,20120118-20240305, 56.6%,20180210-20240305, 53.7%,20210221-20240305, 66.6%
USC00305435,41.6667,-74.7833,338.9,NY,MONGAUP VALLEY,,15,-5,19740901-20231101, 71.1%,19990402-20231101, 58.5%,20110717-20231101, 82.3%
USC00305597,42.7313,-77.9054,268.2,NY,MOUNT MORRIS 2W,,15,-5,19500609-20240305, 90.8%,19870422-20240305, 91.9%,20050927-20240305, 94.2%
USC00306314,43.4499,-76.5369,98.8,NY,OSWEGO,,15,-5,19480501-20200518, 90.1%,19840509-20200518, 89.1%,20020514-20200518, 89.1%
USC00306623,43.4614,-74.5231,527.3,NY,PISECO,,15,-5,19481001-20110331, 78.5%,19791231-20110331, 71.6%,19950815-20110331, 58.4%
USC00306747,42.3717,-79.4866,246.3,NY,PORTLAND 1SW,,15,-5,20111111-20240401, 99.1%,20180120-20240401, 98.9%,20210224-20240401, 99.8%
USC00306825,41.7167,-73.9333,15.2,NY,POUGHKEEPSIE 1 N,,15,-5,19530219-20161227, 70.6%,19850123-20161227, 63.2%,20010109-20161227, 59.8%
USC00307549,43.1131,-73.5775,36.6,NY,SCHUYLERVILLE,,15,-5,19480501-20140624, 82.2%,19810528-20140624, 68.8%,19971210-20140624, 54.3%
USC00308248,43.8913,-75.0361,515.1,NY,STILLWATER RESERVOIR,,15,-5,19480501-20240307, 75.1%,19860404-20240307, 55.1%,20050321-20240307, 33.8%
USC00308290,43.8389,-76.2675,76.2,NY,STONY POINT 2E,,15,-5,19780701-20100804, 84.9%,19940718-20100804, 86.1%,20020726-20100804, 85.3%
USC00308507,43.8468,-73.4281,96.0,NY,TICONDEROGA B MILL,,15,-5,19610101-20220505, 76.9%,19910903-20220505, 72.4%,20070103-20220505, 76.0%
USC00308586,42.9464,-74.2886,91.4,NY,TRIBES HILL,,15,-5,19480501-20240326, 79.5%,19860413-20240326, 62.6%,20050404-20240326, 41.0%
USC00308839,43.0030,-77.4484,199.3,NY,VICTOR 2NW,,15,-5,19480501-20240401, 41.1%,19860416-20240401, 75.8%,20050408-20240401, 58.6%
USC00308910,42.7211,-78.5437,342.9,NY,WALES,,15,-5,19480701-20231109, 91.1%,19860306-20231109, 92.7%,20050106-20231109, 94.7%
USC00308944,44.1480,-74.9003,460.2,NY,WANAKENA RNGR SCHOOL,,15,-5,19480501-20130415, 87.6%,19801022-20130415, 83.7%,19970117-20130415, 85.4%
USC00309000,43.9761,-75.8753,151.5,NY,WATERTOWN,,15,-5,19480501-20240401, 92.0%,19860416-20240401, 88.8%,20050408-20240401, 92.1%
USW00094790,43.9887,-76.0261,94.7,NY,WATERTOWN INTERNATIONAL AIRPORT,,15,-5,20200517-20231020, 88.7%,20220201-20231020, 99.8%,20221211-20231020, 99.7%
USC00309072,42.1173,-77.9475,460.2,NY,WELLSVILLE,,15,-5,19551201-20240401, 92.7%,19900130-20240401, 92.5%,20070302-20240401, 95.8%
USC00309374,44.8418,-74.2828,226.2,NY,WHIPPLEVILLE 2NW,,15,-5,19480501-20240306, 89.3%,19860403-20240306, 90.0%,20050320-20240306, 89.6%
USC00309389,43.5575,-73.4011,36.3,NY,WHITEHALL,,15,-5,19480501-20240405, 91.4%,19860418-20240405, 86.7%,20050411-20240405, 90.3%
USC00309442,42.3419,-75.9653,317.0,NY,WHITNEY POINT DAM,,15,-5,19480501-20240313, 87.8%,19860407-20240313, 81.8%,20050325-20240313, 69.7%
USW00013872,35.5954,-82.5568,682.1,NC,ASHEVILLE,,15,-5,20190829-20240328, 99.9%,20211212-20240328, 99.8%,20230203-20240328, 99.5%
USC00310312,35.8922,-81.9352,571.5,NC,ASHFORD,,15,-5,19480601-20190301, 80.7%,19831016-20190301, 86.4%,20010623-20190301, 95.9%
USC00310438,35.4591,-80.1827,182.9,NC,BADIN,,15,-5,19480401-20240411, 90.2%,19860406-20240411, 81.9%,20050408-20240411, 86.2%
USC00310750,35.6547,-79.0709,94.5,NC,B. EVERETT JORDAN DAM,,15,-5,19780701-20240410, 71.5%,20010521-20240410, 75.0%,20121030-20240410, 99.5%
USC00311241,36.0936,-79.4321,195.1,NC,BURLINGTON,,15,-5,19480601-20240411, 81.7%,19860507-20240411, 83.0%,20050424-20240411, 86.4%
USC00311515,35.3333,-79.4000,177.1,NC,CARTHAGE 1 SSE,,15,-5,19580314-20240412, 83.1%,19910329-20240412, 82.0%,20071005-20240412, 86.6%
USC00311881,35.0251,-78.2760,48.2,NC,CLINTON 2 NE,,15,-5,19710201-20240415, 81.0%,19970908-20240415, 74.4%,20101227-20240415, 89.7%
USC00312631,36.4742,-79.7433,206.7,NC,EDEN,,15,-5,19691001-20240401, 80.2%,19961231-20240401, 80.8%,20100816-20240401, 94.7%
USC00312719,36.3096,-76.2050,2.4,NC,ELIZABETH CITY,,15,-5,19541119-20230706, 76.4%,19890313-20230706, 59.8%,20060509-20230706, 53.2%
USC00312732,34.6272,-78.6107,36.6,NC,ELIZABETHTOWN,,15,-5,19480601-20200228, 82.4%,19840415-20200228, 74.4%,20020323-20200228, 69.4%
USC00313017,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),,15,-5,19720701-20240417, 89.0%,19980525-20240417, 93.5%,20110506-20240417, 98.4%
USC00313638,35.6400,-77.3984,9.8,NC,GREENVILLE,,15,-5,19551011-20240306, 80.8%,19891223-20240306, 81.4%,20070129-20240306, 96.5%
USC00314675,36.2838,-80.3624,268.2,NC,KING,,15,-5,19990701-20240401, 89.6%,20111115-20240401, 96.5%,20180122-20240401, 95.2%
USC00314764,35.4204,-82.1875,317.0,NC,LAKE LURE 2,,15,-5,19480601-20240401, 74.2%,19860502-20240401, 85.8%,20050416-20240401, 94.9%
USC00314860,34.7502,-79.4663,64.0,NC,LAURINBURG,,15,-5,19480601-20240423, 89.1%,19860513-20240423, 87.7%,20050503-20240423, 88.1%
USC00314970,35.8457,-80.2599,231.6,NC,LEXINGTON,,15,-5,19791201-20240411, 83.5%,20020204-20240411, 80.9%,20130309-20240411, 92.6%
USW00013766,35.9172,-75.7024,4.0,NC,MANTEO,,15,-5,19820401-20240417, 65.4%,20030409-20240417, 93.0%,20131012-20240417, 97.3%
USC00315814,35.5940,-80.8393,265.2,NC,MOORESVILLE 2 WNW,,15,-5,19490301-20240401, 91.0%,19860915-20240401, 90.1%,20050623-20240401, 92.7%
USC00315830,34.7336,-76.7357,3.0,NC,MOREHEAD CITY 2 WNW,,15,-5,19480601-20240410, 86.3%,19860506-20240410, 80.6%,20050423-20240410, 97.1%
USC00315890,36.4962,-80.6523,329.2,NC,MOUNT AIRY 2 W,,15,-5,20060505-20240401, 92.4%,20150418-20240401, 93.5%,20191009-20240401, 95.3%
USC00315945,35.4118,-80.4310,219.5,NC,MOUNT PLEASANT,,15,-5,19480601-20240405, 92.3%,19860504-20240405, 89.9%,20050419-20240405, 93.0%
USC00316096,34.7763,-76.8770,9.1,NC,NEWPORT/MOREHEAD CITY WFO,,15,-5,20000730-20240404, 60.8%,20120601-20240404, 97.7%,20180503-20240404, 98.8%
